Scenario,C,Charac,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,IntroScreen.started,IntroScreen.stopped,instructions.started,instructions.stopped,scenario1.started,scenario1.stopped,notAtAll.started,notAtAll.stopped,veryMuch.started,veryMuch.stopped,lastRating,rating.response,rating.rt,rating.started,rating.stopped,riskBehaviorScaleScreen.started,riskBehaviorScaleScreen.stopped,activity.started,activity.stopped,notAtAll2.started,notAtAll2.stopped,ExtremelyLikely.started,ExtremelyLikely.stopped,rating_2.response,rating_2.rt,rating_2.started,rating_2.stopped,riskPerceptionInstructions.started,riskPerceptionInstructions.stopped,riskPerceptionActivity2.started,riskPerceptionActivity2.stopped,rating_4.response,rating_4.rt,rating_4.started,rating_4.stopped,notAtAllRisky.started,notAtAllRisky.stopped,ExtremelyRisky.started,ExtremelyRisky.stopped,ModeratelyRisky.started,ModeratelyRisky.stopped,expBenefits.started,expBenefits.stopped,riskBenefitsScale.started,riskBenefitsScale.stopped,noBenefits.started,noBenefits.stopped,rating_3.response,rating_3.rt,rating_3.started,rating_3.stopped,greatBenefits.started,greatBenefits.stopped,moderateBenefits.started,moderateBenefits.stopped,big5Screen.started,big5Screen.stopped,rating_5.response,rating_5.rt,rating_5.started,rating_5.stopped,characText.started,characText.stopped,Someone.started,Someone.stopped,disagreeStrongly.started,disagreeStrongly.stopped,disagreeALittle.started,disagreeALittle.stopped,Neutral.started,Neutral.stopped,AgreeALittle.started,AgreeALittle.stopped,AgreeStrongly.started,AgreeStrongly.stopped,congratsText.started,congratsText.stopped,participant,session,sex,age,date,expName,psychopyVersion,frameRate,
,Taking a job that you enjoy over one that is prestigious but less enjoyable. (S),,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.71788417199969,None,84.71788417199969,None,2,0.429,0.007296332700207131,None,84.71788417199969,None,84.71788417199969,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,Defending an unpopular issue that you believe in at a social occasion. (S),,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.16861250900001,None,85.16861250900001,None,2,0.506,0.0014374577012858936,None,85.16861250900001,None,85.16861250900001,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,Exposing yourself to the sun without using sunscreen. (H),,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.70121965399994,None,85.70121965399994,None,2,0.446,0.005725414700464171,None,85.70121965399994,None,85.70121965399994,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,Trying out bungee jumping at least once. (R),,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.16817422900021,None,86.16817422900021,None,2,0.427,0.005334845699508151,None,86.16817422900021,None,86.16817422900021,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,"Piloting your own small plane, if you could. (R) ",,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.61852825099959,None,86.61852825099959,None,2,0.446,0.007193328699941048,None,86.61852825099959,None,86.61852825099959,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,Walking home alone at night in a somewhat unsafe area of town. (H),,,,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.08435868099969,None,87.08435868099969,None,2,0.408,0.0024014996997721028,None,87.08435868099969,None,87.08435868099969,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,Regularly eating high cholesterol foods. (H) ,,,,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.51810775099966,None,87.51810775099966,None,2,0.408,0.004445197700079007,None,87.51810775099966,None,87.51810775099966,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,Tends to be quiet.,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.05144990400004,None,2,2.21,0.0038953577013671747,None,88.10061027199936,None,88.10061027199936,None,88.10061027199936,None,88.10061027199936,None,88.10061027199936,None,88.10061027199936,None,88.10061027199936,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,"Is compassionate, has a soft heart.",,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.406,0.0038292997005555662,None,90.33463276200018,None,90.33463276200018,None,90.33463276200018,None,90.33463276200018,None,90.33463276200018,None,90.33463276200018,None,90.33463276200018,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,Tends to be disorganized.,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.527,0.004783995700563537,None,90.7682423010001,None,90.7682423010001,None,90.7682423010001,None,90.7682423010001,None,90.7682423010001,None,90.7682423010001,None,90.7682423010001,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,Worries a lot.,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.528,0.004838128701521782,None,91.31735489099992,None,91.31735489099992,None,91.31735489099992,None,91.31735489099992,None,91.31735489099992,None,91.31735489099992,None,91.31735489099992,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,"Is fascinated by art, music, or literature.",,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.545,0.004973726699063263,None,91.86867141399944,None,91.86867141399944,None,91.86867141399944,None,91.86867141399944,None,91.86867141399944,None,91.86867141399944,None,91.86867141399944,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,"Is dominant, acts as a leader.",,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.491,0.0016380987008233205,None,92.45133713699943,None,92.45133713699943,None,92.45133713699943,None,92.45133713699943,None,92.45133713699943,None,92.45133713699943,None,92.45133713699943,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,Is sometimes rude to others.,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.501,0.006184898699757468,None,92.96829993400024,None,92.96829993400024,None,92.96829993400024,None,92.96829993400024,None,92.96829993400024,None,92.96829993400024,None,92.96829993400024,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,Has difficulty getting started on tasks.,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.46,0.004351641699031461,None,93.50145512899962,None,93.50145512899962,None,93.50145512899962,None,93.50145512899962,None,93.50145512899962,None,93.50145512899962,None,93.50145512899962,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,"Tends to feel depressed, blue.",,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.464,0.006105400699198071,None,93.98441636899952,None,93.98441636899952,None,93.98441636899952,None,93.98441636899952,None,93.98441636899952,None,93.98441636899952,None,93.98441636899952,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,Has little interest in abstract ideas.,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.424,0.001888420701106952,None,94.46788199099956,None,94.46788199099956,None,94.46788199099956,None,94.46788199099956,None,94.46788199099956,None,94.46788199099956,None,94.46788199099956,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,Is full of energy. ,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.448,0.008455046700873936,None,94.9174497189997,None,94.9174497189997,None,94.9174497189997,None,94.9174497189997,None,94.9174497189997,None,94.9174497189997,None,94.9174497189997,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,Assumes the best about people.,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.405,0.002901935699810565,None,95.40059004900013,None,95.40059004900013,None,95.40059004900013,None,95.40059004900013,None,95.40059004900013,None,95.40059004900013,None,95.40059004900013,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,"Is reliable, can always be counted on.",,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.479,0.006809773699387733,None,95.83459702100026,None,95.83459702100026,None,95.83459702100026,None,95.83459702100026,None,95.83459702100026,None,95.83459702100026,None,95.83459702100026,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,"Is emotionally stable, not easily upset.",,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.409,0.0027788536999651114,None,96.33393806799995,None,96.33393806799995,None,96.33393806799995,None,96.33393806799995,None,96.33393806799995,None,96.33393806799995,None,96.33393806799995,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,"Is original, comes up with new ideas.",,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.491,0.002994899700752285,None,96.76815423100015,None,96.76815423100015,None,96.76815423100015,None,96.76815423100015,None,96.76815423100015,None,96.76815423100015,None,96.76815423100015,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,"Is outgoing, sociable.",,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.476,0.004279942700122774,None,97.28467990699937,None,97.28467990699937,None,97.28467990699937,None,97.28467990699937,None,97.28467990699937,None,97.28467990699937,None,97.28467990699937,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,Can be cold and uncaring.,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.499,0.005617997700028354,None,97.78445881900006,None,97.78445881900006,None,97.78445881900006,None,97.78445881900006,None,97.78445881900006,None,97.78445881900006,None,97.78445881900006,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,Keep things neat and tidy.,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.508,0.002830381700732687,None,98.31748876500023,None,98.31748876500023,None,98.31748876500023,None,98.31748876500023,None,98.31748876500023,None,98.31748876500023,None,98.31748876500023,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,"Is relaxed, handles stress well. ",,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.463,0.004971608700543584,None,98.85106397599975,None,98.85106397599975,None,98.85106397599975,None,98.85106397599975,None,98.85106397599975,None,98.85106397599975,None,98.85106397599975,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,Has few artistic interests.,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.458,0.0037024287003077916,None,99.3342348870001,None,99.3342348870001,None,99.3342348870001,None,99.3342348870001,None,99.3342348870001,None,99.3342348870001,None,99.3342348870001,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,Prefers to have others take charge.,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.476,0.005757418700341077,None,99.81772067600014,None,99.81772067600014,None,99.81772067600014,None,99.81772067600014,None,99.81772067600014,None,99.81772067600014,None,99.81772067600014,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,"Is respectful, treats others with respect.",,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.407,0.003293432700957055,None,100.31742884599953,None,100.31742884599953,None,100.31742884599953,None,100.31742884599953,None,100.31742884599953,None,100.31742884599953,None,100.31742884599953,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,"Is persistent, works until the task is finished.",,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.491,0.0030220566995922127,None,100.75093938099963,None,100.75093938099963,None,100.75093938099963,None,100.75093938099963,None,100.75093938099963,None,100.75093938099963,None,100.75093938099963,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,"Feels secure, comfortable with self.",,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.491,0.0027867657008755486,None,101.26831519999996,None,101.26831519999996,None,101.26831519999996,None,101.26831519999996,None,101.26831519999996,None,101.26831519999996,None,101.26831519999996,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,"Is complex, a deep thinker.",,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.409,0.007153153699618997,None,101.7846048020001,None,101.7846048020001,None,101.7846048020001,None,101.7846048020001,None,101.7846048020001,None,101.7846048020001,None,101.7846048020001,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,Is less active than other people.,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.459,0.0037746207008240162,None,102.2174727040001,None,102.2174727040001,None,102.2174727040001,None,102.2174727040001,None,102.2174727040001,None,102.2174727040001,None,102.2174727040001,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,Tends to find fault with others.,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.53,0.006946432699805882,None,102.70148471899938,None,102.70148471899938,None,102.70148471899938,None,102.70148471899938,None,102.70148471899938,None,102.70148471899938,None,102.70148471899938,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,Can be somewhat careless.,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.41,0.007233452700347698,None,103.25073919999977,None,103.25073919999977,None,103.25073919999977,None,103.25073919999977,None,103.25073919999977,None,103.25073919999977,None,103.25073919999977,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,"Is temperamental, gets emotional easily.",,,,,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.492,0.003864306700961606,None,103.68473010399975,None,103.68473010399975,None,103.68473010399975,None,103.68473010399975,None,103.68473010399975,None,103.68473010399975,None,103.68473010399975,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,Has little creativity. ,,,,,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.41,0.005712676700568409,None,104.20122704000005,None,104.20122704000005,None,104.20122704000005,None,104.20122704000005,None,104.20122704000005,None,104.20122704000005,None,104.20122704000005,None,,,,001,,,2020_Oct_27_1556,Big5,2020.2.4,59.96508904471478,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.76799001499967,None,,,,,,,,,
