Scenario,C,Charac,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,IntroScreen.started,IntroScreen.stopped,instructions.started,instructions.stopped,scenario1.started,scenario1.stopped,notAtAll.started,notAtAll.stopped,veryMuch.started,veryMuch.stopped,lastRating,rating.response,rating.rt,rating.started,rating.stopped,riskBehaviorScaleScreen.started,riskBehaviorScaleScreen.stopped,activity.started,activity.stopped,notAtAll2.started,notAtAll2.stopped,ExtremelyLikely.started,ExtremelyLikely.stopped,rating2.response,rating2.rt,rating2.started,rating2.stopped,Rating,unlikely.started,unlikely.stopped,neutral.started,neutral.stopped,Likely.started,Likely.stopped,riskPerceptionInstructions.started,riskPerceptionInstructions.stopped,riskPerceptionActivity2.started,riskPerceptionActivity2.stopped,rating3.response,rating3.rt,rating3.started,rating3.stopped,notAtAllRisky.started,notAtAllRisky.stopped,ModeratelyRisky.started,ModeratelyRisky.stopped,ExtremelyRisky.started,ExtremelyRisky.stopped,expBenefits.started,expBenefits.stopped,riskBenefitsScale.started,riskBenefitsScale.stopped,noBenefits.started,noBenefits.stopped,rating4.response,rating4.rt,rating4.started,rating4.stopped,greatBenefits.started,greatBenefits.stopped,moderateBenefits.started,moderateBenefits.stopped,big5Screen.started,big5Screen.stopped,rating5.response,rating5.rt,rating5.started,rating5.stopped,characText.started,characText.stopped,Someone.started,Someone.stopped,disagreeStrongly.started,disagreeStrongly.stopped,disagreeALittle.started,disagreeALittle.stopped,Neutral.started,Neutral.stopped,AgreeALittle.started,AgreeALittle.stopped,AgreeStrongly.started,AgreeStrongly.stopped,congratsText.started,congratsText.stopped,participant,session,sex,age,date,expName,psychopyVersion,frameRate,
,Betting a day's income at the horse races. (F),,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.33039757699589,None,73.33039757699589,None,2,0.626,0.003930270308046602,None,73.33039757699589,None,73.33039757699589,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Buying an illegal drug for your own use. (E),,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.98034989299776,None,73.98034989299776,None,2,0.409,0.002998599302372895,None,73.98034989299776,None,73.98034989299776,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Chasing a tornado by car to take photos that you can sell to the press. (R) ,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.41307926899754,None,74.41307926899754,None,2,0.575,0.0048804692924022675,None,74.41307926899754,None,74.41307926899754,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Cheating a fair amount on your income tax. (E) ,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.01410838100128,None,75.01410838100128,None,2,0.567,0.00546293129445985,None,75.01410838100128,None,75.01410838100128,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Cheating on an exam. (E) ,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.61404378899897,None,75.61404378899897,None,2,0.611,0.0038221162976697087,None,75.61404378899897,None,75.61404378899897,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Co-signing a new car loan for a friend. (F),,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.24642950299312,None,76.24642950299312,None,2,0.642,0.0035599893162725493,None,76.24642950299312,None,76.24642950299312,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Dating someone that you are working with. (S),,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.91287293798814,None,76.91287293798814,None,2,0.578,0.004708286316599697,None,76.91287293798814,None,76.91287293798814,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Deciding to share an apartment with someone you don't know well. (S),,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.51346940398798,None,77.51346940398798,None,2,0.63,0.007535773329436779,None,77.51346940398798,None,77.51346940398798,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Disagreeing with your father on a major issue. (S),,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.16327869599627,None,78.16327869599627,None,2,0.66,0.0033108993084169924,None,78.16327869599627,None,78.16327869599627,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Driving home after you had three drinks in the last two hours. (E),,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.84670187799202,None,78.84670187799202,None,2,0.574,0.002497308305464685,None,78.84670187799202,None,78.84670187799202,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Eating 'expired' food products that still 'look okay'. (H),,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.44698721299937,None,79.44698721299937,None,3,0.625,0.003879178300849162,None,79.44698721299937,None,79.44698721299937,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Exploring an unknown city or section of town. (R) ,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.09720004998962,None,80.09720004998962,None,3,0.644,0.005447399293188937,None,80.09720004998962,None,80.09720004998962,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Forging somebody's signature. (E),,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.76372811099282,None,80.76372811099282,None,3,0.641,0.005136153296916746,None,80.76372811099282,None,80.76372811099282,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Frequent binge drinking. (H),,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.43066333599563,None,81.43066333599563,None,3,0.412,0.007527961308369413,None,81.43066333599563,None,81.43066333599563,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Going camping in the wild. (R),,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.86296356198727,None,81.86296356198727,None,3,0.574,0.005651706305798143,None,81.86296356198727,None,81.86296356198727,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Going down a ski run that is too hard or closed. (R),,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.46310250399983,None,82.46310250399983,None,3,0.41,0.005355484303436242,None,82.46310250399983,None,82.46310250399983,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Going on a safari in Kenya. (R) ,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.89603569298924,None,82.89603569298924,None,3,0.69,0.0038268733042059466,None,82.89603569298924,None,82.89603569298924,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Going on a two-week vacation in a foreign country without booking accommodations ahead. (R),,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.61318676699011,None,83.61318676699011,None,3,0.623,0.0012947443028679118,None,83.61318676699011,None,83.61318676699011,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Going whitewater rafting at high water in the spring. (R),,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2629942529893,None,84.2629942529893,None,3,0.409,0.0030418032984016463,None,84.2629942529893,None,84.2629942529893,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Ignoring some persistent physical pain by not going to the doctor. (H),,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.69629327399889,None,84.69629327399889,None,3,0.624,0.0016249713080469519,None,84.69629327399889,None,84.69629327399889,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Illegally copying a piece of software. (E),,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.34663178298797,None,85.34663178298797,None,3,0.663,0.00875906931469217,None,85.34663178298797,None,85.34663178298797,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Taking a medical drug that has a high likelihood of negative side effects. (H),,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0299892579933,None,86.0299892579933,None,3,0.679,0.003996662315330468,None,86.0299892579933,None,86.0299892579933,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Traveling on a commercial airplane. (R) ,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.72968591300014,None,86.72968591300014,None,2,0.658,0.004194020293653011,None,86.72968591300014,None,86.72968591300014,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Plagiarizing a term paper. (E) ,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.41321302599681,None,87.41321302599681,None,2,0.571,0.006750193308107555,None,87.41321302599681,None,87.41321302599681,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Engaging in unprotected sex. (H),,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0133291050006,None,88.0133291050006,None,2,0.559,0.00489103130530566,None,88.0133291050006,None,88.0133291050006,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Investing 10% of your annual income in a blue chip stock. (F),,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5963826340012,None,88.5963826340012,None,2,0.405,0.002418719304841943,None,88.5963826340012,None,88.5963826340012,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Investing 10% of your annual income in a very speculative stock. (F),,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.02986773599696,None,89.02986773599696,None,2,0.42,0.001139773303293623,None,89.02986773599696,None,89.02986773599696,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Investing 10% of your annual income in government bonds (treasury bills). (F),,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.47955690599338,None,89.47955690599338,None,2,0.576,0.00399290029599797,None,89.47955690599338,None,89.47955690599338,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Investing in a business that has a good chance of failing. (F),,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.08004387999244,None,90.08004387999244,None,2,0.573,0.0030404592980630696,None,90.08004387999244,None,90.08004387999244,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Leading in a friend an amount of money equivalent to one month's income. (F),,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.67985776400019,None,90.67985776400019,None,2,0.674,0.004152358305873349,None,90.67985776400019,None,90.67985776400019,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Moving to a new city. (S),,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.37967610399937,None,91.37967610399937,None,2,0.475,0.004352730305981822,None,91.37967610399937,None,91.37967610399937,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Never using sunscreen when you sunbathe. (H),,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.8795921899873,None,91.8795921899873,None,2,0.594,0.005962754308711737,None,91.8795921899873,None,91.8795921899873,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Never wearing a seatbelt. (H),,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.49612359699677,None,92.49612359699677,None,2,0.548,0.0058826913009397686,None,92.49612359699677,None,92.49612359699677,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Not having a smoke alarm in or outside of your bedroom. (H),,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.07994577600039,None,93.07994577600039,None,2,0.856,0.0017944643186638132,None,93.07994577600039,None,93.07994577600039,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Openly disagreeing with your boss in front of your coworkers. (S),,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.96345238698996,None,93.96345238698996,None,3,0.661,0.005281349323922768,None,93.96345238698996,None,93.96345238698996,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Periodically engaging in a dangerous sport (e.g. mountain climbing or sky diving). (R) ,,,,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.64659655599098,None,94.64659655599098,None,3,0.674,0.003919144306564704,None,94.64659655599098,None,94.64659655599098,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Regularly riding your bicycle without a helmet. (H),,,,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.34590776199184,None,95.34590776199184,None,3,0.424,0.00339552630612161,None,95.34590776199184,None,95.34590776199184,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Shoplifting a small item (e.g. a lipstick or a pen). (E) ,,,,,,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.79626347799785,None,95.79626347799785,None,3,0.645,0.004792162319063209,None,95.79626347799785,None,95.79626347799785,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Smoking a pack of cigarettes per day. (H),,,,,,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.46244369298802,None,96.46244369298802,None,3,0.409,0.005496416299138218,None,96.46244369298802,None,96.46244369298802,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Speaking your mind about an unpopular issue at a social occasion. (S) ,,,,,,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.89639091199206,None,96.89639091199206,None,3,0.442,0.0025578583154128864,None,96.89639091199206,None,96.89639091199206,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Spending money impulsively without thinking about the consequences. (F),,,,,,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.362794501998,None,97.362794501998,None,2,0.412,0.006673878291621804,None,97.362794501998,None,97.362794501998,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Stealing an additional TV cable connection. (E) ,,,,,,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.79621327698987,None,97.79621327698987,None,2,0.543,0.004804356314707547,None,97.79621327698987,None,97.79621327698987,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Taking a day's income to play the slot-machines at a casino. (F),,,,,,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.36351122199267,None,98.36351122199267,None,2,0.427,0.005541391292354092,None,98.36351122199267,None,98.36351122199267,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Taking a job where you get paid exclusively on a commission basis. (F),,,,,,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8132659749972,None,98.8132659749972,None,2,0.409,0.003577645300538279,None,98.8132659749972,None,98.8132659749972,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Trying bungee jumping. (R),,,,,,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.26304215998971,None,99.26304215998971,None,2,0.694,0.005414217303041369,None,99.26304215998971,None,99.26304215998971,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Using office supplies for your personal business. (E),,,,,,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.96364313199592,None,99.96364313199592,None,2,0.408,0.003559504315489903,None,99.96364313199592,None,99.96364313199592,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Wearing unconventional clothes. (S),,,,,,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.396591643992,None,100.396591643992,None,2,0.661,0.005669466307153925,None,100.396591643992,None,100.396591643992,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,,Tends to be quiet.,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.06343380299222,None,3,1.038,0.0008502723067067564,None,101.18060529200011,None,101.18060529200011,None,101.18060529200011,None,101.18060529200011,None,101.18060529200011,None,101.18060529200011,None,101.18060529200011,None,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,,"Is compassionate, has a soft heart.",,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.462,0.0051590322982519865,None,102.24662024198915,None,102.24662024198915,None,102.24662024198915,None,102.24662024198915,None,102.24662024198915,None,102.24662024198915,None,102.24662024198915,None,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,,Tends to be disorganized.,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.411,0.00845474429661408,None,102.72934550099308,None,102.72934550099308,None,102.72934550099308,None,102.72934550099308,None,102.72934550099308,None,102.72934550099308,None,102.72934550099308,None,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,,Worries a lot.,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.492,0.004794662308995612,None,103.1628188679897,None,103.1628188679897,None,103.1628188679897,None,103.1628188679897,None,103.1628188679897,None,103.1628188679897,None,103.1628188679897,None,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,,"Is fascinated by art, music, or literature.",,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.542,0.004935701304930262,None,103.67989035099163,None,103.67989035099163,None,103.67989035099163,None,103.67989035099163,None,103.67989035099163,None,103.67989035099163,None,103.67989035099163,None,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,,"Is dominant, acts as a leader.",,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.51,0.0029091143078403547,None,104.24584634799976,None,104.24584634799976,None,104.24584634799976,None,104.24584634799976,None,104.24584634799976,None,104.24584634799976,None,104.24584634799976,None,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,,Is sometimes rude to others.,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.864,0.008772785309702158,None,104.79671812799643,None,104.79671812799643,None,104.79671812799643,None,104.79671812799643,None,104.79671812799643,None,104.79671812799643,None,104.79671812799643,None,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,,Has difficulty getting started on tasks.,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.526,0.004550115307210945,None,105.67910786699213,None,105.67910786699213,None,105.67910786699213,None,105.67910786699213,None,105.67910786699213,None,105.67910786699213,None,105.67910786699213,None,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,,"Tends to feel depressed, blue.",,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.561,0.005934466316830367,None,106.22922947299958,None,106.22922947299958,None,106.22922947299958,None,106.22922947299958,None,106.22922947299958,None,106.22922947299958,None,106.22922947299958,None,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,,Has little interest in abstract ideas.,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.978,0.004245670323143713,None,106.81346487299015,None,106.81346487299015,None,106.81346487299015,None,106.81346487299015,None,106.81346487299015,None,106.81346487299015,None,106.81346487299015,None,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,,Is full of energy. ,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.413,0.007998621309525333,None,107.81280076300027,None,107.81280076300027,None,107.81280076300027,None,107.81280076300027,None,107.81280076300027,None,107.81280076300027,None,107.81280076300027,None,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,,Assumes the best about people.,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.528,0.0036785013071494177,None,108.2462425709964,None,108.2462425709964,None,108.2462425709964,None,108.2462425709964,None,108.2462425709964,None,108.2462425709964,None,108.2462425709964,None,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
